Checked,Protein FDR Confidence: Combined,Master,Accession,Description,LSK,LSK,LSK,LSK,LSK,LSK,ST,ST,ST,ST,ST,ST,TB,TB,TB,TB,TB,TB,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (Grouped) CV [%]: LSK SPI,Abundances (Grouped) CV [%]: LSK SPII,Abundances (Grouped) CV [%]: LSK SPIII,Abundances (Grouped) CV [%]: LSK SPIV,Abundances (Grouped) CV [%]: LSK SPV,Abundances (Grouped) CV [%]: LSK SPVI,Abundances (Grouped) CV [%]: ST SPI,Abundances (Grouped) CV [%]: ST SPII,Abundances (Grouped) CV [%]: ST SPIII,Abundances (Grouped) CV [%]: ST SPIV,Abundances (Grouped) CV [%]: ST SPV,Abundances (Grouped) CV [%]: ST SPVI,Abundances (Grouped) CV [%]: TB SPI,Abundances (Grouped) CV [%]: TB SPII,Abundances (Grouped) CV [%]: TB SPIII,Abundances (Grouped) CV [%]: TB SPIV,Abundances (Grouped) CV [%]: TB SPV,Abundances (Grouped) CV [%]: TB SPVI,"Found in Sample: [S1] F1: Sample, LSK SPI","Found in Sample: [S2] F2: Sample, LSK SPI","Found in Sample: [S3] F3: Sample, LSK SPI","Found in Sample: [S4] F4: Sample, LSK SPII","Found in Sample: [S5] F5: Sample, LSK SPII","Found in Sample: [S6] F6: Sample, LSK SPII","Found in Sample: [S7] F7: Sample, LSK SPIII","Found in Sample: [S8] F8: Sample, LSK SPIII","Found in Sample: [S9] F9: Sample, LSK SPIII","Found in Sample: [S10] F10: Sample, LSK SPIV","Found in Sample: [S11] F11: Sample, LSK SPIV","Found in Sample: [S12] F12: Sample, LSK SPIV","Found in Sample: [S13] F13: Sample, LSK SPV","Found in Sample: [S14] F14: Sample, LSK SPV","Found in Sample: [S15] F15: Sample, LSK SPV","Found in Sample: [S16] F16: Sample, LSK SPVI","Found in Sample: [S17] F17: Sample, LSK SPVI","Found in Sample: [S18] F18: Sample, LSK SPVI","Found in Sample: [S19] F19: Sample, ST SPI","Found in Sample: [S20] F20: Sample, ST SPI","Found in Sample: [S21] F21: Sample, ST SPI","Found in Sample: [S22] F22: Sample, ST SPII","Found in Sample: [S23] F23: Sample, ST SPII","Found in Sample: [S24] F24: Sample, ST SPII","Found in Sample: [S25] F25: Sample, ST SPIII","Found in Sample: [S26] F26: Sample, ST SPIII","Found in Sample: [S27] F27: Sample, ST SPIII","Found in Sample: [S28] F28: Sample, ST SPIV","Found in Sample: [S29] F29: Sample, ST SPIV","Found in Sample: [S30] F30: Sample, ST SPIV","Found in Sample: [S31] F31: Sample, ST SPV","Found in Sample: [S32] F32: Sample, ST SPV","Found in Sample: [S33] F33: Sample, ST SPV","Found in Sample: [S34] F34: Sample, ST SPVI","Found in Sample: [S35] F35: Sample, ST SPVI","Found in Sample: [S36] F36: Sample, ST SPVI","Found in Sample: [S37] F37: Control, TB SPI","Found in Sample: [S38] F38: Control, TB SPI","Found in Sample: [S39] F39: Control, TB SPI","Found in Sample: [S40] F40: Control, TB SPII","Found in Sample: [S41] F41: Control, TB SPII","Found in Sample: [S42] F42: Control, TB SPII","Found in Sample: [S43] F43: Control, TB SPIII","Found in Sample: [S44] F44: Control, TB SPIII","Found in Sample: [S45] F45: Control, TB SPIII","Found in Sample: [S46] F46: Control, TB SPIV","Found in Sample: [S47] F47: Control, TB SPIV","Found in Sample: [S48] F48: Control, TB SPIV","Found in Sample: [S49] F49: Control, TB SPV","Found in Sample: [S50] F50: Control, TB SPV","Found in Sample: [S51] F51: Control, TB SPV","Found in Sample: [S52] F52: Control, TB SPVI","Found in Sample: [S53] F53: Control, TB SPVI","Found in Sample: [S54] F54: Control, TB SPVI",# Protein Groups,Modifications
TRUE,High,IsMasterProtein,E9PXC0,Signal recognition particle 54 kDa protein OS=Mus musculus OX=10090 GN=Srp54c PE=1 SV=1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,293.8,260.2,343,208.4,237.1,457.5,0.001,3.485,4,1,2,1,504,55.8,8.92,0,1,0,,,,,,,,,,,,,21.92,11.07,22.93,24.38,23.93,17.29,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,1,
TRUE,High,IsMasterProtein,Q9DBG7,Signal recognition particle receptor subunit alpha OS=Mus musculus OX=10090 GN=Srpra PE=1 SV=1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,257.3,337.5,266.5,410.2,369.6,158.9,0.001,3.933,4,1,4,1,636,69.6,8.95,0,1,0,,,,,,,,,,,,,,19.58,,51.75,56.08,13.44,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Not Found,High,Not Found,Peak Found,High,Not Found,Peak Found,Peak Found,Not Found,Peak Found,1,
TRUE,High,IsMasterProtein,P47758,Signal recognition particle receptor subunit beta OS=Mus musculus OX=10090 GN=Srprb PE=1 SV=1,65.5,72.4,77.7,69.1,71,71.6,39.3,91.2,136.2,57.2,150.8,48.8,107,163.5,130.1,143.7,129.2,175.7,0,5.008,11,2,8,2,269,29.6,9.28,0,2,0,59.66,29.81,9.54,12.4,7.99,30.75,6.76,11.07,12.13,10.34,26.18,26.03,7.9,18.55,17.8,18.73,21.84,9.07,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
TRUE,High,IsMasterProtein,F8VQC1,Signal recognition particle subunit SRP72 OS=Mus musculus OX=10090 GN=Srp72 PE=1 SV=1,140.6,199.8,81.4,140.6,140.6,140.6,112.6,112.6,126.8,112.6,98.4,112.6,195.5,225.2,226.4,202.9,225.3,218.3,0,5.718,4,2,5,2,671,74.6,9.23,0,2,0,,,,,,,,,46.69,,21.68,,15.84,8.45,13.98,18.47,23.46,2.98,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,1,
TRUE,High,IsMasterProtein,A0A286YDB7,Signal sequence receptor subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Ssr1 PE=1 SV=1,94.8,118.2,56,90.1,78.7,131,183.8,135.1,129.2,159.1,148.1,168.8,77.9,81.6,51.1,67.2,63.9,60,0,4.8,13,1,8,1,115,13.1,3.81,1.75,1,0,,,80.23,50,64.06,51.45,,48.44,67.92,36.48,62.7,34.59,31.91,21.24,30.83,38.97,33.38,17.6,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,1,
TRUE,High,IsMasterProtein,Q9D8L3,Signal sequence receptor subunit delta OS=Mus musculus OX=10090 GN=Ssr4 PE=1 SV=1,19.9,46.6,126.4,116.4,43.6,170.3,16,113,149.7,70,121.8,87.1,136.7,133.6,107.8,104.2,110.9,125.9,0,14.286,25,3,36,3,173,19,5.78,8.77,3,0,1.58,11.51,15.94,32.1,24.87,10.03,20.72,68.34,5.07,14.22,1.36,16.91,20.67,7.74,10.98,1.53,3.75,10.7,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,P42227,Signal transducer and activator of transcription 3 OS=Mus musculus OX=10090 GN=Stat3 PE=1 SV=2,174.4,156.7,174.4,174.4,174.4,192.1,142.05,142.05,130.3,142.05,142.05,153.8,162.9,144.5,256.1,177.2,149.4,276.9,0,7.636,8,3,6,3,770,88,6.3,0,3,0,,,,,,,,,19.99,,,,42.2,36.31,24.96,28.48,20.06,6,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,Q8C3V4,Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1,76.8,92.6,97.1,99.3,75.6,101.1,435.5,63.2,21.6,85.5,46.4,16.2,96.4,96.7,96.8,79.8,82.8,136.6,0,65.423,22,11,95,11,749,87.3,5.71,40.17,11,0,32.32,14.16,5.49,0.37,33.57,47.74,89.08,25.33,40.6,76.05,12.4,75.55,9,3.44,2.94,10.86,2.13,12.71,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,B2C3G8,Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat5a PE=1 SV=1,92.8,117.6,154.1,100.1,49.2,143.4,53,84.3,248.1,72.1,190,69.2,87.5,27.6,84.1,70.1,59.6,97.2,0,4.489,2,2,6,2,797,91.6,7.68,1.67,2,0,57.64,10.14,51.29,34.68,11.97,,10.47,32.11,10.26,44.32,17.89,14.7,24.39,10.44,7.47,19.65,16.63,9.07,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,1,
TRUE,High,IsMasterProtein,Q3V403,Signal-induced proliferation-associated protein 1 OS=Mus musculus OX=10090 GN=Sipa1 PE=1 SV=1,68.74,83.5,88.8,55.2,52,64.2,65.06666667,66,72.3,65.06666667,56.9,65.06666667,182.2,193.3,240.9,204.4,214.7,225.5,0,7.312,6,2,7,2,693,75.1,6.04,0,2,0,,84.25,27.58,35.27,37.65,,,22.46,3.75,,36.02,,61.16,21.34,19.72,6.72,22.57,17.79,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,1,
TRUE,High,IsMasterProtein,E9QPI5,Sister chromatid cohesion protein PDS5 homolog A OS=Mus musculus OX=10090 GN=Pds5a PE=1 SV=1,50.5,55.4,94.9,76.8,54.9,64.6,19.5,107.5,217.6,100.7,116.6,60.9,146.7,111.5,150.9,136.4,123.5,111.1,0,12.766,4,3,15,3,1332,150.1,7.85,3.26,3,0,44.31,46.66,10.02,6.7,17.33,53.54,20.89,21.69,8.4,18.87,44.88,53.25,15.27,12.08,12.83,6.87,0.55,7.33,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,High,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,1,
TRUE,High,IsMasterProtein,F8WHU5,Sister chromatid cohesion protein PDS5 homolog B OS=Mus musculus OX=10090 GN=Pds5b PE=1 SV=1,167.6,104.7,29.9,31.3,29.5,50,69.9,65.4,75.4,37.7,108.2,31.8,161.6,158.6,161.6,166.8,172.7,177.2,0,21.603,6,5,25,5,1449,164.7,8.54,10.32,5,0,64.74,32.29,7.4,50.15,25.09,11.97,32.05,15.73,10.83,44.02,15.6,14.89,20.66,9.53,21.52,2.63,17.76,11.87,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,Medium,IsMasterProtein,Q91Z67,SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2,519.4,519.4,519.4,519.4,519.4,519.4,0.1,0.1,0.1,0.1,0.1,0.1,195.9,202.3,208.3,204.7,265.6,203.8,0.023,2.061,1,1,1,1,1071,120.7,6.64,0,1,0,,,,,,,,,,,,,61.9,57.06,60.32,63.67,40.43,13.88,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,IsMasterProtein,E9Q4F4,Small nuclear ribonucleoprotein E OS=Mus musculus OX=10090 GN=Snrpe PE=1 SV=1,121,135.9,91.8,138.3,129.4,138.2,75.2,157,151.5,107.5,150.4,84.6,48.7,53.1,58.9,50.7,47.5,60.2,0,10.23,40,2,19,2,91,10.9,8.48,3.77,2,0,5.86,29.79,21.97,27.42,22.99,25.85,17.39,22.66,27.36,10.5,25.97,14.56,38.14,16.94,15.42,18.78,18.61,17.33,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,High,High,Peak Found,Peak Found,High,High,High,High,1,
TRUE,High,IsMasterProtein,P62309,Small nuclear ribonucleoprotein G OS=Mus musculus OX=10090 GN=Snrpg PE=1 SV=1,158.2,139.9,95.5,162.9,170.2,143.6,78.3,137.3,132.5,89.2,124.7,66.7,58.5,38.6,50.9,49.8,50.9,52.2,0,11.692,58,3,16,3,76,8.5,8.88,10.73,3,0,33.05,47.1,25.82,32.99,27.19,13.03,37.65,21.41,39.1,19.28,31.3,18.36,47.35,19.71,16.65,19.24,16.63,4.88,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,P62315,Small nuclear ribonucleoprotein Sm D1 OS=Mus musculus OX=10090 GN=Snrpd1 PE=1 SV=1,84.2,89.8,111.8,80.8,82.2,87.5,59.5,91,143.9,56.1,126.2,47.7,132.9,122,110.3,123.8,137.7,112.7,0,26.287,28,3,165,3,119,13.3,11.56,124.78,3,0,9,8.25,10.77,8.23,20.25,11.83,5.41,7.09,19.71,31.01,15.01,15.66,13.89,15.83,19.89,20.12,19.88,10.07,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,P62317,Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus OX=10090 GN=Snrpd2 PE=1 SV=1,111.38,39,124.7,159.6,107.2,126.4,58.7,137.8,195.9,62.2,192.1,68.7,70.2,98,72.3,82.9,79,125.5,0,11.888,24,3,27,3,118,13.5,9.91,3.35,3,0,,19.25,18.57,6.71,19.1,7.46,35.95,14.8,22.31,38.52,14.72,67.77,23.81,17.1,16.96,31.16,17.77,13.94,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,Peak Found,High,High,High,High,1,
TRUE,High,IsMasterProtein,P62320,Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus OX=10090 GN=Snrpd3 PE=1 SV=1,89.9,126.4,159,121.4,124.8,110.7,57.7,130.2,155.2,55.2,136.3,58.8,70.8,88.1,74.4,74.5,78.4,88.1,0,28.396,35,5,32,5,126,13.9,10.32,21.44,5,0,7.46,10.21,9.53,14.68,17.99,1.54,30.87,18.48,8.48,12.35,2.76,15.5,4.34,24.16,11.38,3.93,11.81,4.01,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,High,High,Peak Found,High,High,Peak Found,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,P27048,Small nuclear ribonucleoprotein-associated protein B OS=Mus musculus OX=10090 GN=Snrpb PE=1 SV=1,77.4,102.1,132.9,88.2,88.9,95,61,104.6,141.7,56.5,133.7,70.3,109.2,108,89.6,118.4,120.7,101.9,0,21.595,22,6,31,6,231,23.6,10.9,8.02,6,0,29.01,21.92,26.29,5.35,15.53,13.24,28.17,15.78,20.94,30.94,16.97,15.36,28.52,16.68,22.77,8.29,9.24,6.7,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,1,
TRUE,Medium,IsMasterProtein,P63166,Small ubiquitin-related modifier 1 OS=Mus musculus OX=10090 GN=Sumo1 PE=1 SV=1,136.5,120.2,106.5,69.5,79.4,99.9,56.8,124.2,163.8,74.2,128.5,50.1,174.3,90.8,107.5,77.8,65.8,74.1,0.035,1.827,7,1,4,1,101,11.6,5.52,0,1,0,40.28,38.53,31.75,26.98,19.96,42.61,27.67,40.51,34.25,37.99,19.73,6.76,9.51,12.99,4.99,21.61,2.72,18.42,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,1,
TRUE,Medium,IsMasterProtein,H7BWX9,Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1,118.5,148.6,141.3,102.3,92.1,97.9,63.8,117.5,116.5,72.2,104.2,51.4,143.7,78.3,107.1,85.4,73.9,85.3,0.022,2.085,23,1,1,1,53,6,8.91,0,1,0,20.94,28.72,25.42,34.59,14.86,14.69,8.43,2.76,20.77,16.51,20.32,7.11,27.3,6.2,8.14,8.68,12.75,3.97,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,1,
TRUE,High,IsMasterProtein,Q9CQ65,S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus OX=10090 GN=Mtap PE=1 SV=1,123.8,89.1,113.7,113.5,78.8,67.9,63.1,63.1,63.1,63.1,63.1,63.1,210.8,185.9,223.5,179.7,155.1,195.1,0,5.703,13,2,4,2,283,31,7.14,0,2,0,,39.2,58.04,,,,,,,,,,25.46,6.88,8.94,11.51,2.43,19.76,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,IsMasterProtein,D3Z3Q3,Smoothelin OS=Mus musculus OX=10090 GN=Smtn PE=1 SV=1,123.8666667,88.3,123.8666667,123.8666667,134.5,148.8,126.2,126.2,126.2,228,24.4,126.2,156.9,227.6,169.4,212.1,214.1,195.9,0,14.554,7,4,8,4,946,103,8.63,1.83,4,0,,,,,,,,,,,83.65,,19.19,11.07,18.16,13.09,10.75,2.69,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,1,
